layout,sensor_count,snr_db,runs,pd_any,pd_all,pd_source_mean,pd_source_min,pd_source_variance,false_alarm_runs,p_fa,score
bearing_right+gearbox_right,2,-10.0,1040,1.0,0.4076923076923077,0.8451923076923077,0.425,0.05917991863905325,2800,0.0725,0.670602348372781
bearing_right+gearbox_right,2,-5.0,1040,1.0,0.8971153846153846,0.9742788461538462,0.8971153846153846,0.0019847332655325432,2800,0.05821428571428571,0.8568579080925085
bearing_right+gearbox_right+input_shaft,3,-25.0,1040,0.35096153846153844,0.0,0.09927884615384616,0.008653846153846154,0.009483346431213019,2800,0.04214285714285714,0.010251458652525369
bearing_right+gearbox_right+input_shaft,3,-20.0,1040,0.85,0.0038461538461538464,0.3456730769230769,0.022115384615384617,0.07046713202662722,2800,0.04964285714285714,0.21115379662404904
bearing_right+gearbox_right+input_shaft,3,-15.0,1040,1.0,0.06057692307692308,0.6908653846153846,0.0798076923076923,0.1383979752218935,2800,0.055,0.5116663970044378
bearing_right+gearbox_right+input_shaft,3,-12.0,1040,1.0,0.1971153846153846,0.784375,0.20288461538461539,0.11342288045488166,2800,0.04357142857142857,0.6405207026297021
bearing_right+gearbox_right+input_shaft,3,-10.0,1040,1.0,0.34326923076923077,0.8317307692307693,0.34807692307692306,0.07804826183431952,2800,0.05678571428571429,0.679135209742181
bearing_right+gearbox_right+input_shaft,3,-5.0,1040,1.0,0.9317307692307693,0.9829326923076923,0.9317307692307693,0.0008738789755917154,2800,0.038214285714285715,0.906067181391325
bearing_right+gearbox_right+output_shaft,3,-25.0,1040,0.7173076923076923,0.0,0.2014423076923077,0.020192307692307693,0.07274847448224851,2800,0.0425,0.08006807045118344
bearing_right+gearbox_right+output_shaft,3,-20.0,1040,0.9942307692307693,0.0009615384615384616,0.3980769230769231,0.02980769230769231,0.15314811390532546,2800,0.04857142857142857,0.22436000898140324
bearing_right+gearbox_right+output_shaft,3,-15.0,1040,1.0,0.08076923076923077,0.6560096153846153,0.2144230769230769,0.1202997295673077,2800,0.04928571428571429,0.49728832202953294
bearing_right+gearbox_right+output_shaft,3,-12.0,1040,1.0,0.34807692307692306,0.8048076923076923,0.39615384615384613,0.060882951183431955,2800,0.05285714285714286,0.6686519310016906
bearing_right+gearbox_right+output_shaft,3,-10.0,1040,1.0,0.6269230769230769,0.9009615384615385,0.6509615384615385,0.0212033099112426,2800,0.04642857142857143,0.7975027406487744
bearing_right+gearbox_right+output_shaft,3,-5.0,1040,1.0,0.9942307692307693,0.9985576923076923,0.9942307692307693,6.240754437869778e-06,2800,0.0425,0.9135545719304734
bearing_right+input_shaft,2,-25.0,1040,0.16634615384615384,0.0,0.04495192307692308,0.014423076923076924,0.0005891156619822485,2800,0.053214285714285714,-0.061771206182639475
