case_name,replicate,sample_count,true_k,expected_k,estimated_k,success,frequency_mae_hz,noise_kind,theoretical_identifiable,condition_design,ill_conditioned,runtime_seconds,true_frequencies_hz,estimated_frequencies_hz
very_low_snr_-25,43,40001,4,4,1,False,9.999866372568848,gaussian,True,1.0000221174903874,False,0.20133820000046398,3.99999818;7.99992873;13.0000886;14.0000242,13.9998646
very_low_snr_-25,44,40001,4,4,1,False,9.999864451686024,gaussian,True,1.000021924228693,False,0.505282599995553,3.99999818;7.99992873;13.0000886;14.0000242,13.9998626
very_low_snr_-25,45,40001,4,4,1,False,9.999712206327517,gaussian,True,1.000006294763639,False,0.49937019999924814,3.99999818;7.99992873;13.0000886;14.0000242,13.9997104
very_low_snr_-25,46,40001,4,4,1,False,10.000037946839806,gaussian,True,1.000038728352294,False,0.21299939999880735,3.99999818;7.99992873;13.0000886;14.0000242,14.0000361
very_low_snr_-25,47,40001,4,4,1,False,10.000304420100255,gaussian,True,1.0000607155734955,False,0.1999167000030866,3.99999818;7.99992873;13.0000886;14.0000242,14.0003026
very_low_snr_-25,48,40001,4,4,1,False,10.000046220440804,gaussian,True,1.0000394899050762,False,0.20193170000129612,3.99999818;7.99992873;13.0000886;14.0000242,14.0000444
very_low_snr_-25,49,40001,4,4,1,False,10.000311934189762,gaussian,True,1.0000612476987019,False,0.5247110999989673,3.99999818;7.99992873;13.0000886;14.0000242,14.0003101
very_low_snr_-25,50,40001,4,4,2,False,5.000164704800455,gaussian,True,1.000121167154123,False,0.5282353000002331,3.99999818;7.99992873;13.0000886;14.0000242,8.00047706;13.9997793
very_low_snr_-25,51,40001,4,4,1,False,10.000137744604933,gaussian,True,1.0000476114450438,False,0.5228128999951878,3.99999818;7.99992873;13.0000886;14.0000242,14.0001359
very_low_snr_-25,52,40001,4,4,2,False,3.0002800011616744,gaussian,True,1.0001944124357482,False,0.5400200999938534,3.99999818;7.99992873;13.0000886;14.0000242,4.00048956;13.9999974
very_low_snr_-25,53,40001,4,4,2,False,4.999949369774116,gaussian,True,1.00010390254856,False,0.5320041000013589,3.99999818;7.99992873;13.0000886;14.0000242,7.9997447;14.000081
very_low_snr_-25,54,40001,4,4,2,False,5.000021524803871,gaussian,True,1.0000637636278389,False,0.556602999997267,3.99999818;7.99992873;13.0000886;14.0000242,7.99998286;13.9999871
very_low_snr_-25,55,40001,4,4,1,False,9.999950188924744,gaussian,True,1.000030409336661,False,0.20698840000113705,3.99999818;7.99992873;13.0000886;14.0000242,13.9999484
very_low_snr_-25,56,40001,4,4,1,False,10.000145973997759,gaussian,True,1.00004831239842,False,0.1814382000011392,3.99999818;7.99992873;13.0000886;14.0000242,14.0001442
very_low_snr_-25,57,40001,4,4,1,False,10.000225468747947,gaussian,True,1.0000548065739447,False,0.5383579999979702,3.99999818;7.99992873;13.0000886;14.0000242,14.0002237
very_low_snr_-25,58,40001,4,4,1,False,9.999945875291539,gaussian,True,1.0000299900504583,False,0.5186885000002803,3.99999818;7.99992873;13.0000886;14.0000242,13.9999441
very_low_snr_-25,59,40001,4,4,1,False,10.000168087084285,gaussian,True,1.000050170116598,False,0.22116819999791915,3.99999818;7.99992873;13.0000886;14.0000242,14.0001663
very_low_snr_-25,60,40001,4,4,1,False,9.99991683970782,gaussian,True,1.0000271454658702,False,0.5539193000004161,3.99999818;7.99992873;13.0000886;14.0000242,13.999915
very_low_snr_-25,61,40001,4,4,2,False,5.000241851008442,gaussian,True,1.0001020370923812,False,0.5627329999988433,3.99999818;7.99992873;13.0000886;14.0000242,8.00016796;14.0002427
very_low_snr_-25,62,40001,4,4,1,False,10.000281547502233,gaussian,True,1.0000590626860042,False,0.5384030999994138,3.99999818;7.99992873;13.0000886;14.0000242,14.0002797
very_low_snr_-25,63,40001,4,4,1,False,10.000248886266471,gaussian,True,1.0000566181848252,False,0.542141800004174,3.99999818;7.99992873;13.0000886;14.0000242,14.0002471
very_low_snr_-25,64,40001,4,4,2,False,5.000037343041476,gaussian,True,1.0001205105280762,False,0.555379700002959,3.99999818;7.99992873;13.0000886;14.0000242,7.99980706;14.0001945
very_low_snr_-25,65,40001,4,4,1,False,9.999885625964714,gaussian,True,1.0000240472829467,False,0.5488333999965107,3.99999818;7.99992873;13.0000886;14.0000242,13.9998838
