weak_to_nearest_strong_distance_hz,replicate,sample_count,true_k,estimated_k,weak_detected,strong_components_detected,correct_order,over_estimated,weak_frequency_error_hz,strong_frequency_mae_hz,strong_amplitudes,estimated_frequencies_hz,accepted_iterations,condition_design,ill_conditioned,runtime_seconds
0.5,126,40001,4,4,True,True,True,False,0.00026128681325321423,2.184155288720291e-05,0.0414428246;0.0429150605;0.0427177489,3.00026129;3.50001945;10.4999822;14.0000283,4,1.0005217688951946,False,1.646081899998535
0.5,127,40001,4,4,True,True,True,False,0.00029031538643042865,1.4319876238862625e-05,0.0438046877;0.0304017166;0.0306819869,2.99970968;3.50003045;10.5000036;14.0000089,4,1.0006657745675298,False,1.6771765999983472
0.5,128,40001,4,4,True,True,True,False,0.0002796932778332817,2.38773959819009e-05,0.033741233;0.0366726283;0.0422745325,3.00027969;3.49998188;10.5000204;13.9999669,4,1.0006252811502327,False,1.602766199997859
0.5,129,40001,4,3,False,True,False,False,0.49996508082065194,3.1525325691876084e-05,0.0340209899;0.0351167748;0.0447592197,3.49996508;10.4999414;13.9999989,3,1.0000952760057786,False,0.9397212000003492
0.5,130,40001,4,4,True,True,True,False,5.640228087422372e-05,1.8265309365587495e-05,0.0365585136;0.0428042118;0.0497663998,2.9999436;3.50002686;10.5000142;13.9999863,4,1.0002433318748232,False,1.6021342999993067
0.5,131,40001,4,4,True,True,True,False,4.8992877832887416e-05,3.5650365219908053e-05,0.0322912983;0.0381976844;0.0352716613,2.99995101;3.50006566;10.5000188;13.9999775,4,1.000307494982447,False,1.7045200000029581
0.5,132,40001,4,3,False,True,False,False,0.49999547595118976,1.4941571967241885e-05,0.0497989065;0.0354607322;0.0415430865,3.49999548;10.500033;13.9999927,3,1.000093848064539,False,1.6800837000009778
0.5,133,40001,4,4,True,True,True,False,0.00036904013374172706,9.979139990345942e-06,0.0396384021;0.0309377785;0.0481000093,3.00036904;3.50001587;10.4999984;14.0000125,4,1.0007449045258623,False,1.7672736999993504
0.5,134,40001,4,4,True,True,True,False,0.00017515266290057951,1.535013545694852e-05,0.0415215996;0.033652771;0.0386695352,2.99982485;3.49998967;10.5000262;13.9999905,4,1.0003710331594102,False,2.0020808999979636
0.5,135,40001,4,3,False,True,False,False,0.5000320547942998,2.185553234212989e-05,0.0410949183;0.034141244;0.0463213282,3.50003205;10.5000058;14.0000277,3,1.0000995680112879,False,1.9590033000022231
0.5,136,40001,4,4,True,True,True,False,0.00010718708483281603,1.70808381743844e-05,0.0413939869;0.0341749759;0.0399445941,2.99989281;3.49999548;10.5000052;13.9999585,4,1.000262403070179,False,2.352681100001064
0.5,137,40001,4,3,False,True,False,False,0.4999770694866097,2.139617999337891e-05,0.0371695268;0.0365407676;0.0368259531,3.49997707;10.499991;14.0000323,3,1.0000998427372876,False,2.311640300002182
0.5,138,40001,4,4,True,True,True,False,0.00022371636572326992,1.0270300913421218e-05,0.0435343329;0.0300836647;0.0393140607,3.00022372;3.49999609;10.4999774;13.9999957,4,1.0004855535362474,False,2.592377699998906
0.5,139,40001,4,3,False,True,False,False,0.5000242666320722,1.872466171493059e-05,0.0498787677;0.0391669397;0.0346714821,3.50002427;10.5000226;14.0000093,3,1.0000950665951223,False,2.4705572000020766
0.5,140,40001,4,4,True,True,True,False,0.00017354821324477854,1.7232485665985564e-05,0.0303767326;0.0366867227;0.0398866326,2.99982645;3.50000586;10.4999634;14.0000093,4,1.000398782163657,False,2.410915600001317
0.5,141,40001,4,4,True,True,True,False,2.317320396638678e-05,1.8302118768964704e-05,0.0436630166;0.0483931828;0.0338773299,3.00002317;3.50003465;10.4999916;14.0000119,4,1.0001415509290594,False,2.4081745999974373
0.5,142,40001,4,3,False,True,False,False,0.5000384725929203,1.7055443744418142e-05,0.0361547855;0.0465343125;0.0410530659,3.50003847;10.4999978;13.9999895,3,1.0000927248146225,False,2.201390700000047
0.5,143,40001,4,4,True,True,True,False,6.296094638624794e-05,1.7120212059129614e-05,0.0301760336;0.0429235701;0.0461107839,3.00006296;3.50002686;10.5000198;14.0000047,4,1.0001351385554094,False,2.2825469999988854
0.5,144,40001,4,4,True,True,True,False,9.434768134486404e-05,1.5605206061882388e-05,0.0476272666;0.0317127226;0.0373534084,3.00009435;3.49999807;10.5000084;14.0000365,4,1.0002072879193797,False,2.0495614999999816
0.5,145,40001,4,4,True,True,True,False,0.00040250329669966334,1.7741907787656903e-05,0.03914879;0.0402614815;0.039130811,2.9995975;3.49996928;10.5000078;13.9999853,4,1.000785675495889,False,1.9484914999993634
0.5,146,40001,4,4,True,True,True,False,0.00012856836267349792,7.789084924307113e-06,0.0439506464;0.0433863402;0.0348052012,2.99987143;3.50000029;10.4999884;13.9999885,4,1.0003095067070693,False,1.919227200000023
0.5,147,40001,4,4,True,True,True,False,0.00021012325010971722,1.47899244765289e-05,0.0484393132;0.0405403906;0.0454649023,3.00021012;3.50002328;10.499991;13.9999879,4,1.000408339187855,False,1.9544010999998136
0.5,148,40001,4,4,True,True,True,False,4.455448180706867e-05,4.6443145012749674e-05,0.041848573;0.036897852;0.0300797798,3.00004455;3.49998868;10.4999634;14.0000915,4,1.000150950238533,False,1.9369313000024704
0.5,149,40001,4,4,True,True,True,False,8.655951911773485e-05,2.6271732792793046e-05,0.0470080255;0.0384491502;0.0467616217,3.00008656;3.4999537;10.5000084;14.0000241,4,1.000272030619262,False,1.9002203000018199
0.5,150,40001,4,4,True,True,True,False,0.00020814384751410842,2.9590341229142798e-05,0.0488575856;0.0387177481;0.0483179371,2.99979186;3.4999563;10.4999706;13.9999843,4,1.000368911717129,False,1.9474325999981374
0.5,151,40001,4,3,False,True,False,False,0.4999508748598034,3.174358689180442e-05,0.0314737852;0.0441307355;0.0454899652,3.49995087;10.5000152;13.9999691,3,1.000090151553427,False,1.9716275999999198
0.5,152,40001,4,3,False,True,False,False,0.5000164784698455,1.990656842506174e-05,0.0382234225;0.0411481898;0.0453121931,3.50001648;10.4999712;14.0000145,3,1.0000987477201417,False,1.9169054999983928
0.5,153,40001,4,4,True,True,True,False,5.899833494993345e-05,1.6977415061347756e-05,0.0411231324;0.0455290415;0.0462443867,2.999941;3.50002007;10.4999854;13.9999837,4,1.0002322575203473,False,2.0010089999996126
0.5,154,40001,4,4,True,True,True,False,0.00013239010721921574,2.7442224528921127e-05,0.0491541892;0.0480028471;0.0378086419,2.99986761;3.50001907;10.4999942;14.0000575,4,1.0003585963632664,False,1.958196499999758
0.5,155,40001,4,4,True,True,True,False,2.081504218498509e-05,2.810329414219363e-05,0.0339392114;0.0312162722;0.0399651671,2.99997918;3.50001388;10.4999676;14.0000381,4,1.0001684770819301,False,2.006619200001296
0.5,156,40001,4,3,False,True,False,False,0.5000488568092232,1.7716513358282764e-05,0.0366375698;0.0476854111;0.0490816522,3.50004886;10.4999984;13.9999973,3,1.0000961864148672,False,1.956097400001454
0.5,157,40001,4,4,True,True,True,False,0.00015612954684129932,2.365913478108439e-05,0.0456149243;0.0369315388;0.0385524957,3.00015613;3.49996409;10.4999796;13.9999853,4,1.0004012019400006,False,1.9502009999996517
0.5,158,40001,4,4,True,True,True,False,5.1588931908597147e-05,2.2681509816398677e-05,0.0452298002;0.03436955;0.0390478753,2.99994841;3.49996829;10.5000116;13.9999753,4,1.0001278121404682,False,1.9009160999994492
0.5,159,40001,4,3,False,True,False,False,0.5000006680593412,6.657967073664395e-06,0.0477688669;0.0452399066;0.0332663228,3.50000067;10.50001;14.0000093,3,1.000092191607072,False,1.8852865000008023
0.5,160,40001,4,3,False,True,False,False,0.4999870749437276,1.5260691799727038e-05,0.0354239459;0.0403068644;0.0327234552,3.49998707;10.4999948;14.0000277,3,1.0000983044937362,False,1.7707822999982454
0.5,161,40001,4,3,False,True,False,False,0.499956301054004,4.2587155543098255e-05,0.0332324412;0.0310475111;0.0402813223,3.4999563;10.500023;14.0000611,3,1.0001044535200747,False,1.8094506000015826
0.5,162,40001,4,4,True,True,True,False,0.0001469748272526772,3.121133482035058e-05,0.0331052602;0.0477417799;0.0377126722,2.99985303;3.49999647;10.5000634;14.0000267,4,1.0003401337440703,False,1.8201832000013383
0.5,163,40001,4,4,True,True,True,False,0.00032826078690106897,2.5672147927184124e-05,0.0409354184;0.0383450464;0.0448589835,3.00032826;3.49994828;10.4999764;13.9999983,4,1.000778835571633,False,1.8208021999998891
0.5,164,40001,4,4,True,True,True,False,6.07436514963311e-05,1.5999790096958105e-05,0.0478456056;0.0412347756;0.0359416353,3.00006074;3.50003106;10.5000026;13.9999857,4,1.0001285234421338,False,1.7898907999988296
0.5,165,40001,4,3,False,True,False,False,0.5000494696544582,3.025653980396707e-05,0.0423548771;0.0406123664;0.0476348198,3.50004947;10.5000308;14.0000105,3,1.000099844806439,False,1.7307836999971187
0.5,166,40001,4,3,False,True,False,False,0.5000006680593412,6.310888330437099e-06,0.042987933;0.0346243576;0.0426135025,3.50000067;10.4999854;13.9999963,3,1.0000902097576847,False,1.7537250999994285
0.5,167,40001,4,4,True,True,True,False,0.00010558263517701505,2.0007427056434324e-05,0.0448171128;0.0341364295;0.0458279247,2.99989442;3.49998188;10.5000272;13.9999853,4,1.0002367915819872,False,1.7575154000005568
0.5,168,40001,4,3,False,True,False,False,0.49991788367518986,4.661061735392972e-05,0.030526538;0.0313477151;0.0381801479,3.49991788;10.5000482;13.9999905,3,1.000101082401088,False,1.6340375999971002
0.5,169,40001,4,3,False,True,False,False,0.5000084562215683,1.0245625569282879e-05,0.0423375706;0.0335435125;0.0412482903,3.50000846;10.500002;14.0000203,3,1.0000961668796085,False,1.7130149999975401
0.5,170,40001,4,4,True,True,True,False,0.00019110394029464572,1.593574086822258e-05,0.0401352359;0.0354286563;0.0439538825,3.0001911;3.49997929;10.5000246;14.0000025,4,1.0004471503112,False,1.839941899997939
0.5,171,40001,4,4,True,True,True,False,0.00010359942633630936,2.397825461430969e-05,0.0417838459;0.0359543188;0.0322562558,2.9998964;3.50002686;10.499978;13.9999769,4,1.0003189313089083,False,1.760015800002293
0.5,172,40001,4,4,True,True,True,False,0.0001977596312112695,1.140470233066774e-05,0.0343220684;0.0367821385;0.0477548205,2.99980224;3.49999189;10.500024;14.0000021,4,1.0004180581328925,False,1.7929202000013902
0.5,173,40001,4,4,True,True,True,False,0.0003343036325818005,1.871068225955952e-05,0.0309240864;0.0418045491;0.0447224569,2.9996657;3.50003007;10.4999806;14.0000067,4,1.0007516947414787,False,1.7303467999990971
0.5,174,40001,4,4,True,True,True,False,0.0003110800127910096,1.159756910122193e-05,0.0455207494;0.0389251842;0.034423446,3.00031108;3.50000968;10.5000194;14.0000057,4,1.000640293550565,False,1.7105378999985987
0.5,175,40001,4,3,False,True,False,False,0.49997286898287907,1.9740941478533596e-05,0.0391982807;0.0363365896;0.0365163108,3.49997287;10.4999738;13.9999941,3,1.0000895487017598,False,0.997025600001507
0.5,176,40001,4,4,True,True,True,False,0.00019950494775677896,1.4064805635409053e-05,0.042104751;0.0378234202;0.0473492212,3.0001995;3.49996669;10.4999932;14.0000021,4,1.000487384236268,False,1.685562899998331
0.5,177,40001,4,3,False,True,False,False,0.5000352636936096,1.9996012082283226e-05,0.0390923434;0.0476415257;0.0341117766,3.50003526;10.5000084;13.9999837,3,1.0000919723978745,False,1.735435200000211
0.5,178,40001,4,3,False,True,False,False,0.5000126567252989,2.0363356292740775e-05,0.0439739195;0.0465701348;0.0376146521,3.50001266;10.499965;14.0000135,3,1.0000990192568509,False,1.6867964000011852
0.5,179,40001,4,3,False,True,False,False,0.5000248794773077,1.2728686952160709e-05,0.0369118377;0.0410950312;0.0379256274,3.50002488;10.4999968;13.9999899,3,1.0000901075145423,False,1.7958108999991964
0.5,180,40001,4,4,True,True,True,False,0.00014872014379907483,1.425510792518736e-05,0.0364901483;0.0446823112;0.0471815333,3.00014872;3.50003007;10.4999952;13.9999921,4,1.000265703268416,False,1.7435626000005868
0.5,181,40001,4,4,True,True,True,False,0.00013191812887480836,1.052537151687479e-05,0.0312117581;0.038276659;0.0337226589,3.00013192;3.50000487;10.5000068;13.9999801,4,1.0002756104347443,False,1.7273798999995051
0.5,182,40001,4,4,True,True,True,False,0.00023273402466550408,2.5137331374658345e-05,0.0304053003;0.0356786445;0.0434743647,2.99976727;3.49997027;10.4999978;13.9999565,4,1.0004446789393555,False,1.7770216999997501
0.5,183,40001,4,4,True,True,True,False,2.170685310609599e-06,1.7540190523431438e-05,0.0349435009;0.0338771846;0.0330767611,3.00000217;3.49997509;10.5000168;14.0000109,4,1.000124580815923,False,1.8061558000008517
0.5,184,40001,4,3,False,True,False,False,0.5000236537868368,2.0441384976995398e-05,0.0414466898;0.0433943988;0.0421631644,3.50002365;10.4999816;14.0000193,3,1.0000993773639273,False,1.7011989000020549
0.5,185,40001,4,4,True,True,True,False,9.298112398425928e-05,1.611462818384979e-05,0.0401863287;0.0380946303;0.0406030138,2.99990702;3.50002587;10.4999978;14.0000203,4,1.0003031448635422,False,1.8900328999989142
0.5,186,40001,4,3,False,True,False,False,0.49996928132438256,1.8391562427666486e-05,0.0385245149;0.0366417352;0.0492106199,3.49996928;10.4999932;14.0000177,3,1.000094512705926,False,1.9201968999987002
0.5,187,40001,4,4,True,True,True,False,6.876589977355962e-05,1.9130660724009374e-05,0.0359807296;0.0348593383;0.0415142297,3.00006877;3.4999495;10.4999978;14.0000047,4,1.000241664746261,False,1.886770000000979
0.5,188,40001,4,3,False,True,False,False,0.5000106735164582,3.2712361363114915e-05,0.0488156635;0.0417245075;0.0304969499,3.50001067;10.4999748;14.0000623,3,1.0001132953785403,False,1.8077343000004475
0.5,189,40001,4,4,True,True,True,False,6.61698456978499e-05,1.1936954401233399e-05,0.0444485704;0.0399766854;0.037098476,3.00006617;3.49997409;10.5000094;13.9999995,4,1.0001907846304707,False,1.9418906999999308
0.5,190,40001,4,4,True,True,True,False,0.00013191812887480836,5.204445823044542e-06,0.0427317539;0.0325721193;0.0382082581,3.00013192;3.49999807;10.4999994;13.9999869,4,1.0002880208132734,False,1.9079149000026518
0.5,191,40001,4,3,False,True,False,False,0.49996569366588695,2.420793078824109e-05,0.0413849029;0.0385624824;0.0473682866,3.49996569;10.500033;13.9999947,3,1.0000954496932637,False,1.9154282000017702
0.5,192,40001,4,4,True,True,True,False,0.00021271930418542695,9.66002015800882e-06,0.0320807299;0.0416552699;0.0329333028,3.00021272;3.50001747;10.5000088;13.9999973,4,1.0004240565639329,False,1.8270082000017283
0.5,193,40001,4,4,True,True,True,False,0.00020096853052198327,1.8926378979008025e-05,0.0400633539;0.0499022303;0.0486327356,2.99979903;3.49997188;10.499999;14.0000277,4,1.0003875230045751,False,1.7956085999976494
0.5,194,40001,4,4,True,True,True,False,0.0001131329051098362,2.5978007389978092e-05,0.0442819478;0.04751911;0.0333288414,3.00011313;3.50001945;10.500011;14.0000475,4,1.000208440538392,False,1.8169571999969776
0.5,195,40001,4,3,False,True,False,False,0.5000262498409125,1.3566798487000634e-05,0.0468097286;0.0386903024;0.0349060221,3.50002625;10.4999896;14.0000041,3,1.0000938538668245,False,1.7254391999995278
0.5,196,40001,4,4,True,True,True,False,0.00011237919298423549,2.9259806422210488e-05,0.0350361616;0.0478140868;0.03372905,2.99988762;3.49998707;10.4999984;13.9999267,4,1.0002517272667766,False,1.7814695999986725
0.5,197,40001,4,4,True,True,True,False,0.00029031538643042865,2.5406381434815255e-05,0.0385628578;0.0417926769;0.0457209953,2.99970968;3.49995248;10.5000016;14.0000271,4,1.000533454547005,False,2.6779447000008076
0.5,198,40001,4,3,False,True,False,False,0.5000048685630718,7.3945008892313995e-06,0.0469635281;0.0447300511;0.042611597,3.50000487;10.500011;13.9999937,3,1.0000904053660402,False,1.7414185000016005
0.5,199,40001,4,3,False,True,False,False,0.5000090690668033,2.638657087938867e-05,0.0347785763;0.0300132579;0.0470235797,3.50000907;10.5000654;14.0000047,3,1.0001004854209676,False,1.017580599997018
1.0,0,40001,4,4,True,True,True,False,8.335061980702108e-05,1.983325331108195e-05,0.0363546171;0.038355284;0.038127343,3.00008335;3.99999397;10.499956;13.9999905,4,1.0001297648990566,False,1.714150799998606
1.0,1,40001,4,4,True,True,True,False,0.0001367314778413231,2.1897055316226027e-05,0.044154895;0.0302035053;0.0469182959,3.00013673;3.99997878;10.4999618;14.0000063,4,1.0001769976465482,False,1.7736703000009584
1.0,2,40001,4,4,True,True,True,False,2.576925804209651e-05,1.5963284386799614e-05,0.0464896129;0.0494414385;0.0332851045,3.00002577;3.99999978;10.4999974;13.9999549,4,1.0001110695751412,False,1.7220405000007304
1.0,3,40001,4,3,False,True,False,False,0.9999635781946816,3.611443114011811e-05,0.0474417159;0.0414715329;0.0360757197,3.99996358;10.500044;13.9999721,3,1.0000955074491726,False,1.7107920999987982
1.0,4,40001,4,3,False,True,False,False,0.9999945861704544,1.2846393215267446e-05,0.0362298453;0.0329700109;0.0457237121,3.99999459;10.500022;13.9999889,3,1.0000917933444142,False,1.7190535999980057
1.0,5,40001,4,4,True,True,True,False,6.23481011512439e-05,2.7742651335316282e-05,0.0429489053;0.0494676876;0.037748125,3.00006235;4.00006713;10.5000136;14.0000025,4,1.0001391271339504,False,1.6898669999973208
1.0,6,40001,4,3,False,True,False,False,0.9999949649296402,1.4501631729224584e-05,0.0491510654;0.0392505493;0.0353787651,3.99999496;10.5000062;14.0000323,3,1.0000987908130845,False,1.669962599997234
1.0,7,40001,4,4,True,True,True,False,3.4549024689134455e-05,2.4098525357156102e-05,0.036034939;0.0444278528;0.030303997,3.00003455;3.99997099;10.5000036;14.0000397,4,1.0001309951742339,False,1.6621016999997664
1.0,8,40001,4,3,False,True,False,False,1.0000065748364122,1.1948065681129568e-05,0.0393206911;0.0498014196;0.0365676378,4.00000657;10.4999806;14.0000099,3,1.0000953842350344,False,1.002894600002037
1.0,9,40001,4,4,True,True,True,False,0.00032726918248027204,2.8951797871101803e-05,0.0387970937;0.0484030418;0.0452507193,3.00032727;4.00005476;10.4999942;13.9999737,4,1.000327597887257,False,1.6859087999982876
1.0,10,40001,4,3,False,True,False,False,1.000034752672061,3.016166349034677e-05,0.0402256873;0.0317635119;0.0386405845,4.00003475;10.5000472;13.9999915,3,1.0000960581658824,False,0.9637336999985564
1.0,11,40001,4,4,True,True,True,False,1.7227383689366604e-05,1.8489552884304317e-05,0.0382754477;0.0331174919;0.0486174345,2.99998277;4.00001757;10.499991;13.9999711,4,1.000135548179974,False,1.6825197999969532
1.0,12,40001,4,4,True,True,True,False,4.60180645713848e-05,1.8540341743052597e-05,0.0364087509;0.0383532046;0.0332294727,2.99995398;4.00003315;10.4999978;14.0000203,4,1.000175849119526,False,1.6126714999991236
1.0,13,40001,4,4,True,True,True,False,9.335607692406711e-05,3.094898616555023e-05,0.0438030715;0.0313221971;0.047304763,3.00009336;4.00004056;10.5000198;13.9999675,4,1.000134273238866,False,1.698771700001089
1.0,14,40001,4,4,True,True,True,False,0.00023915182328693163,2.1214424502720892e-05,0.0319190959;0.040880531;0.037367442,2.99976085;4.00002177;10.4999958;14.0000377,4,1.0003110298075484,False,1.7375138999996125
1.0,15,40001,4,4,True,True,True,False,6.739934241206669e-05,1.5977263842614775e-05,0.042749896;0.0450300916;0.0348483892,2.9999326;3.99999558;10.5000068;13.9999633,4,1.000148065795484,False,1.7580248000012944
1.0,16,40001,4,3,False,True,False,False,0.9999945861704544,1.3916026318542643e-05,0.0396276902;0.0321351714;0.0347674567,3.99999459;10.5000278;13.9999915,3,1.0000931126700199,False,1.912244200000714
1.0,17,40001,4,4,True,True,True,False,6.258599344644011e-05,2.0715148606538964e-05,0.037392731;0.0383895694;0.0390795517,2.99993741;3.99999855;10.5000514;14.0000093,4,1.000156698699754,False,1.9868733000002976
1.0,18,40001,4,4,True,True,True,False,9.84073181848899e-05,2.9755664481712074e-05,0.0427615116;0.0303825124;0.0414267844,2.99990159;4.00003117;10.5000204;14.0000377,4,1.000213981202392,False,2.1090818000011495
1.0,19,40001,4,3,False,True,False,False,0.9999777841555302,2.461936245416278e-05,0.036820416;0.0351806919;0.0478953571,3.99997778;10.4999702;14.0000219,3,1.00009964270946,False,1.3435209000017494
1.0,20,40001,4,4,True,True,True,False,5.356833450420595e-05,3.0414169613320514e-05,0.0375031693;0.0312874173;0.0320592689,3.00005357;4.00003895;10.5000266;13.9999743,4,1.0001253243092114,False,2.3506632999997237
1.0,21,40001,4,4,True,True,True,False,5.121017272280426e-05,2.5081828946227347e-05,0.0422803345;0.0326013324;0.0391316589,2.99994879;4.00002597;10.4999848;13.9999659,4,1.000164912106138,False,2.3557336000012583
1.0,22,40001,4,4,True,True,True,False,0.00025028975171537127,1.0785155690899254e-05,0.040434231;0.0400349554;0.0305347653,3.00025029;3.99999596;10.5000078;13.9999795,4,1.0002905418728718,False,2.300671400000283
1.0,23,40001,4,4,True,True,True,False,2.1427887419989133e-05,1.035503099977575e-05,0.044173006;0.0387739052;0.0466282075,2.99997857;4.00000695;10.5000156;13.9999915,4,1.0001328124506466,False,2.2437826999994286
1.0,24,40001,4,4,True,True,True,False,9.26023647984664e-05,3.2998808714879146e-05,0.0425839159;0.0360452918;0.0310912726,2.9999074;4.00002215;10.499978;14.0000549,4,1.000200511532567,False,2.19756249999773
1.0,25,40001,4,4,True,True,True,False,0.00026968782071534747,1.981169211144144e-05,0.0439755434;0.0465315963;0.0395529492,3.00026969;4.00002376;10.4999958;13.9999685,4,1.0002896220651574,False,2.224801300002582
1.0,26,40001,4,4,True,True,True,False,2.783530545613644e-06,9.349447125236074e-06,0.0308558459;0.0495684466;0.0400981393,3.00000278;4.00000436;10.4999994;13.9999769,4,1.0001128473781802,False,2.2782025000014983
1.0,27,40001,4,4,True,True,True,False,8.854272795844054e-05,3.0105196007805073e-05,0.0349771645;0.0391338109;0.0410103894,3.00008854;3.99996037;10.5000444;13.9999937,4,1.0001482546599947,False,2.146593000001303
1.0,28,40001,4,4,True,True,True,False,8.679741141204289e-05,2.423045704228836e-05,0.0378629047;0.0331379358;0.0387635693,2.9999132;4.00001597;10.5000032;13.9999465,4,1.0001793243172612,False,2.054352499999368
1.0,29,40001,4,4,True,True,True,False,8.335061980702108e-05,7.122032992986267e-06,0.0357914271;0.0421751592;0.0485568821,3.00008335;3.99998496;10.5000032;14.0000031,4,1.0001375338294782,False,2.03218950000155
1.0,30,40001,4,3,False,True,False,False,1.0000395660210266,3.073328944580567e-05,0.037516999;0.0469181989;0.0408152746,4.00003957;10.499977;14.0000297,3,1.0001036212916457,False,2.0002037000012933
1.0,31,40001,4,4,True,True,True,False,9.84073181848899e-05,1.351002730931583e-05,0.0425239719;0.0499868332;0.0412034734,2.99990159;3.99998038;10.500001;14.0000199,4,1.0001622723822579,False,2.076286899999104
1.0,32,40001,4,4,True,True,True,False,0.00010534474288270701,1.8561902943877346e-05,0.0482750389;0.040833976;0.0390498493,3.00010534;3.99999817;10.499967;14.0000209,4,1.000144266848975,False,1.9712520000030054
1.0,33,40001,4,3,False,True,False,False,1.0000137501534052,1.3485901627419139e-05,0.0438022448;0.0338440834;0.0435501447,4.00001375;10.5000262;13.9999995,3,1.000093404578299,False,2.180035500001395
1.0,34,40001,4,4,True,True,True,False,0.00034506280182533544,2.7032680615472295e-06,0.047097396;0.0345120197;0.0420084724,3.00034506;3.99999397;10.4999994;14.0000015,4,1.0003948649045333,False,2.216472000000067
1.0,35,40001,4,3,False,True,False,False,0.9999991654333709,2.029260566042505e-05,0.0357427349;0.0486695632;0.0341280602,3.99999917;10.4999634;14.0000235,3,1.0001017715820173,False,2.523741200002405
1.0,36,40001,4,4,True,True,True,False,0.000264120759623232,1.5280653573294483e-05,0.0392226724;0.0315435415;0.045978497,2.99973588;4.00000596;10.4999958;13.9999643,4,1.00031203926585,False,2.6733769999991637
1.0,37,40001,4,4,True,True,True,False,1.1563297193539768e-05,1.5901799640024212e-05,0.0412483696;0.0332780761;0.0321922968,3.00001156;3.99999558;10.5000204;14.0000229,4,1.0001231216086428,False,2.6033835999987787
1.0,38,40001,4,4,True,True,True,False,2.576925804209651e-05,1.2628132015043056e-05,0.0430524539;0.0310826424;0.0374231858,3.00002577;3.99999397;10.4999744;13.9999937,4,1.0001138981785374,False,2.5612693000002764
1.0,39,40001,4,4,True,True,True,False,6.196934196633919e-05,1.6385827332321412e-05,0.0497352521;0.0405047972;0.0439005157,3.00006197;3.99997396;10.5000074;13.9999843,4,1.000129510919373,False,2.489863900002092
1.0,40,40001,4,4,True,True,True,False,7.778355871490561e-05,3.3813371214108656e-05,0.0337960267;0.0486935296;0.0332529106,2.99992222;4.00000138;10.499957;13.9999429,4,1.0001547195693166,False,2.420903800000815
1.0,41,40001,4,4,True,True,True,False,5.975204707642234e-05,1.6274822473979118e-05,0.0327735399;0.0478282137;0.0360223956,3.00005975;4.00000436;10.4999696;14.0000141,4,1.0001262783990257,False,2.321809699998994
1.0,42,40001,4,4,True,True,True,False,5.899833494993345e-05,9.808799474283111e-06,0.043601073;0.0355564831;0.0435359808,2.999941;4.00000497;10.4999932;14.0000177,4,1.0001574364840218,False,2.275770800002647
1.0,43,40001,4,4,True,True,True,False,6.419044310135291e-05,2.3287077000352003e-05,0.032090117;0.0320143126;0.0318170485,2.99993581;4.00005675;10.5000042;13.9999911,4,1.0002086428503492,False,1.940051500001573
1.0,44,40001,4,4,True,True,True,False,0.00017354821324477854,1.400930320460958e-05,0.0450847454;0.038349191;0.0348676113,2.99982645;4.00003277;10.4999964;14.0000057,4,1.0002674612159443,False,1.7931045000004815
1.0,45,40001,4,4,True,True,True,False,8.358851210132912e-05,1.4577095931815146e-05,0.0399398375;0.0467839382;0.0456817615,2.99991641;3.99996778;10.5000062;13.9999947,4,1.0001377237434634,False,1.8412145000002056
1.0,46,40001,4,4,True,True,True,False,0.000256332597396991,3.904102002216803e-05,0.0395452728;0.0382538769;0.0313627013,2.99974367;3.99998656;10.5000482;13.9999445,4,1.0002901508163053,False,1.7792927000009513
1.0,47,40001,4,3,False,True,False,False,1.0000055832319923,1.5501479253998696e-05,0.0434696075;0.0423632837;0.0486800322,4.00000558;10.5000126;14.0000283,3,1.0000971354982426,False,1.9372341999987839
1.0,48,40001,4,3,False,True,False,False,1.0000065748364122,7.82302615280154e-06,0.0441892705;0.0489021625;0.0434669366,4.00000657;10.4999842;13.9999989,3,1.0000914164170458,False,2.018412699999317
1.0,49,40001,4,4,True,True,True,False,0.000212957196479735,1.832081179535076e-05,0.0320699893;0.0365757439;0.0371529374,2.99978704;3.99996358;10.5000126;13.9999941,4,1.0002323795604608,False,2.220470899999782
1.0,50,40001,4,3,False,True,False,False,1.000005961991178,1.4684352273993303e-05,0.0310286243;0.0479050662;0.0454705323,4.00000596;10.5000162;14.0000219,3,1.000094771142276,False,1.2130308000014338
1.0,51,40001,4,3,False,True,False,False,1.0000049703867573,1.1410684649308204e-05,0.0480587626;0.0480343945;0.0360981705,4.00000497;10.4999938;13.9999769,3,1.0000856175242572,False,2.516510900000867
1.0,52,40001,4,4,True,True,True,False,0.0002987163938925619,1.0419080228807331e-05,0.0474631015;0.0350519819;0.0411067123,2.99970128;4.00000016;10.4999832;13.9999857,4,1.0003401976213089,False,2.5324523000017507
1.0,53,40001,4,3,False,True,False,False,1.0000017614874466,2.0946093528687964e-05,0.0399972396;0.0386798031;0.0402808814,4.00000176;10.500057;14.0000041,3,1.0000994310780196,False,2.5216677999997046
1.0,54,40001,4,3,False,True,False,False,0.9999897728214888,8.631910028533696e-06,0.0301095056;0.0498253782;0.0340211534,3.99998977;10.499999;13.9999853,3,1.000087659553387,False,2.5145507999986876
1.0,55,40001,4,4,True,True,True,False,0.00038385893982528785,1.1553481646349914e-05,0.0457732315;0.033849426;0.0456491888,3.00038386;4.00000596;10.500021;14.0000077,4,1.0004257573375168,False,2.5297830999988946
